# Program:featureCounts v2.0.0; Command:"featureCounts" "./bam/PmCranial_R1_kpetMar1.bam" "./bam/PmCranial_R2_kpetMar1.bam" "./bam/PmTrunk_R1_kpetMar1.bam" "./bam/PmTrunk_R2_kpetMar1.bam" "-T" "8" "-t" "exon" "-s" "0" "-g" "gene_id" "-F" "GTF" "-a" "/data/Megan/Lamprey_CT/kPetMar1_ht2/pmz.genes-fixed.gtf" "-o" "kpetMar1.featurecounts.txt" 
Geneid	Chr	Start	End	Strand	Length	./bam/PmCranial_R1_kpetMar1.bam	./bam/PmCranial_R2_kpetMar1.bam	./bam/PmTrunk_R1_kpetMar1.bam	./bam/PmTrunk_R2_kpetMar1.bam
PMZ_0057905	chr20;chr20;chr20;chr20;chr20;chr20;chr20	858739;859112;859388;859585;859981;860376;861098	858790;859215;859467;859666;860161;860455;861259	+;+;+;+;+;+;+	741	0	0	0	0
PMZ_0057906	chr20;chr20;chr20;chr20;chr20;chr20;chr20	873667;874041;874317;874514;874913;875308;876029	873718;874144;874396;874595;875093;875387;876190	+;+;+;+;+;+;+	741	0	0	0	0
PMZ_0057907	chr20;chr20;chr20;chr20;chr20;chr20;chr20	902204;903514;903790;903988;904236;904603;905232	902255;903617;903869;904069;904416;904742;905393	+;+;+;+;+;+;+	801	0	0	0	0
PMZ_0057908	chr20;chr20;chr20;chr20;chr20;chr20;chr20	928414;931365;931641;931828;932077;932446;933060	928465;931468;931720;931909;932257;932585;933221	+;+;+;+;+;+;+	801	9	0	0	0
PMZ_0057909	chr20;chr20;chr20;chr20;chr20;chr20	958216;964714;965187;965434;965895;967620	958267;964816;965268;965523;965969;967781	+;+;+;+;+;+	564	19	0	0	0
PMZ_0043758	chr20;chr20	1198034;1198914	1198171;1199060	-;-	285	0	0	0	0
PMZ_0057910	chr20;chr20;chr20	1387654;1388005;1395472	1387788;1389377;1395493	+;+;+	1530	0	0	0	0
PMZ_0002497	chr20;chr20;chr20;chr20	1513762;1515670;1517810;1519220	1515377;1517608;1518733;1519513	-;-;-;-	4773	56	60	393	574
PMZ_0043760	chr20;chr20;chr20;chr20;chr20;chr20;chr20	1520356;1522232;1527910;1528956;1533354;1536443;1539239	1521444;1522355;1528116;1529156;1533480;1536617;1539383	-;-;-;-;-;-;-	2068	0	0	37	101
PMZ_0057911	chr20;chr20;chr20	1663422;1665396;1667081	1664164;1666720;1668186	-;-;-	3174	56	24	178	130
PMZ_0057912	chr20;chr20;chr20;chr20;chr20;chr20;chr20	2071632;2075070;2076382;2078989;2081189;2090591;2091153	2071839;2075196;2076454;2079184;2081260;2090770;2093158	+;+;+;+;+;+;+	2862	13	151	437	241
PMZ_0057913	chr20;chr20	2117234;2119570	2117589;2120477	+;+	1264	1121	947	1410	1060
PMZ_0057914	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	2128358;2134777;2136999;2154776;2162523;2163642;2166410;2167481;2183096;2191368	2132784;2134935;2137085;2154942;2162637;2163829;2166576;2167594;2183190;2191412	-;-;-;-;-;-;-;-;-;-	5564	201	163	1059	1059
PMZ_0010623	chr20;chr20;chr20;chr20;chr20;chr20;chr20	2244329;2244858;2245546;2246944;2247594;2247877;2249825	2244380;2244961;2245625;2247025;2247774;2248010;2250081	+;+;+;+;+;+;+	890	0	10	0	9
PMZ_0007387	chr20;chr20;chr20;chr20;chr20;chr20	2301547;2302196;2303606;2306545;2306827;2309654	2301613;2302275;2303687;2306725;2306966;2309910	+;+;+;+;+;+	807	0	0	0	0
PMZ_0057915	chr20;chr20;chr20	2334651;2339467;2350043	2334679;2339685;2350178	-;-;-	384	120	159	318	328
PMZ_0057916	chr20;chr20;chr20;chr20;chr20;chr20;chr20	2355686;2358248;2366201;2366983;2372371;2373668;2376773	2355803;2358383;2366305;2367058;2372481;2373984;2376988	-;-;-;-;-;-;-	1079	251	172	454	576
PMZ_0057917	chr20;chr20;chr20;chr20	2722160;2727782;2742919;2744953	2722345;2727892;2743086;2745009	+;+;+;+	522	0	0	72	32
PMZ_0057918	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	2819161;2821302;2851228;2861801;2862920;2879141;2881359;2881749;2889599;2899857;2907646;2909088;2912866;2915663;2916743;2917784;2919544;2920824;2922607	2819166;2821451;2851394;2861888;2863047;2879299;2881410;2881901;2889636;2899926;2907729;2909269;2912950;2915821;2916889;2917870;2919643;2920930;2925516	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4872	12	6	165	451
PMZ_0057919	chr20;chr20;chr20;chr20;chr20	2947142;2952180;2953264;2971295;2976722	2951649;2952310;2953336;2971343;2976763	-;-;-;-;-	4803	328	129	779	1116
PMZ_0057920	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3096181;3102248;3107423;3116075;3117050;3118434;3121756;3128439;3132569;3134454	3096246;3102344;3107559;3116112;3117189;3118561;3121822;3128575;3132673;3135121	-;-;-;-;-;-;-;-;-;-	1583	31	86	226	151
PMZ_0057921	chr20;chr20;chr20;chr20;chr20	3135376;3137625;3139355;3142894;3145012	3135465;3137797;3139442;3142973;3145565	+;+;+;+;+	985	1005	912	930	892
PMZ_0057922	chr20;chr20;chr20;chr20;chr20;chr20	3168040;3169510;3170280;3173479;3175459;3184229	3168546;3169700;3170348;3173770;3175605;3184438	-;-;-;-;-;-	1416	150	156	210	236
PMZ_0057923	chr20;chr20;chr20;chr20	3549444;3560907;3562229;3578469	3551881;3561009;3562312;3578590	-;-;-;-	2747	826	1071	663	907
PMZ_0057924	chr20;chr20	3593437;3610462	3593790;3610593	+;+	486	0	0	26	73
PMZ_0057925	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3623120;3630814;3642335;3643252;3644379;3645453;3647022;3648381;3652840;3656329;3656841	3623853;3630921;3642437;3643359;3644507;3645614;3647028;3648507;3653257;3656472;3660703	+;+;+;+;+;+;+;+;+;+;+	5903	113	118	470	385
PMZ_0043774	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3665684;3666695;3668392;3670346;3670563;3677411;3678551;3679597;3681690;3684879;3692571;3694642;3695441;3696728;3699633;3700854;3701592	3665933;3666774;3668491;3670433;3670674;3677464;3678690;3679696;3681755;3684981;3692719;3694722;3695497;3696844;3699759;3700996;3701651	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1827	378	243	693	575
PMZ_0057926	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3706100;3713174;3714777;3716133;3717006;3719588;3721561;3723413;3731301;3732632	3708545;3713255;3714882;3716234;3717199;3719681;3721713;3723529;3731380;3733279	-;-;-;-;-;-;-;-;-;-	4022	859	946	1190	1315
PMZ_0057927	chr20;chr20;chr20;chr20;chr20	3736067;3738456;3742010;3745397;3746641	3736287;3739553;3742096;3745869;3749032	+;+;+;+;+	4271	253	223	585	513
PMZ_0057928	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3753761;3761355;3761657;3762096;3763663;3765217;3766688;3766885;3769256;3770942	3757264;3761433;3761762;3762174;3763755;3765442;3766753;3767025;3769408;3771004	-;-;-;-;-;-;-;-;-;-	4510	3462	4136	4465	4576
PMZ_0043777	chr20;chr20;chr20;chr20	3774707;3776386;3780240;3781320	3774763;3776433;3780294;3781372	-;-;-;-	213	35	51	203	185
PMZ_0057929	chr20;chr20;chr20;chr20	3829731;3830622;3832135;3832707	3830266;3830701;3832339;3833047	+;+;+;+	1162	0	0	0	0
PMZ_0057930	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3999816;4003860;4012795;4020839;4021614;4023857;4024987;4026187;4028527;4029588;4037510	4000115;4003978;4012906;4020954;4021763;4023996;4025047;4026253;4028657;4029631;4037676	+;+;+;+;+;+;+;+;+;+;+	1407	0	0	0	44
PMZ_0057931	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4209333;4219635;4226104;4230145;4231023;4232109;4235452;4235986;4236715	4209453;4219845;4226198;4230251;4231178;4232253;4235688;4236114;4240990	+;+;+;+;+;+;+;+;+	5477	4	9	9	7
PMZ_0057932	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4269412;4275075;4276382;4283623;4284186;4284923;4285585;4287644;4288388;4289308;4291673;4293185;4294850;4295779;4296578;4303034;4304247;4305548;4311114	4271703;4275239;4276614;4283707;4284257;4285057;4285835;4287743;4288525;4289360;4291785;4293303;4295048;4295843;4296738;4303098;4304492;4305681;4311488	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5001	1983	2152	2267	1782
PMZ_0057933	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4318110;4321189;4323172;4323561;4325093;4325758;4327263;4327617;4328783;4330262;4331804;4335421;4338700;4340410;4342589;4343333;4345096;4348514;4351650;4353161;4353975;4356323;4357460;4371850	4318160;4321884;4323276;4323701;4325251;4326012;4327325;4327730;4329399;4331075;4332291;4335629;4338783;4340530;4342692;4343422;4345189;4348713;4351849;4353271;4354316;4356490;4357655;4372186	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5759	763	828	1419	1493
PMZ_0057934	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4372510;4387492;4392423;4397036;4398873;4401803;4402839;4403403;4405084;4407309;4409428;4431923;4436034	4372908;4387668;4392666;4397157;4399010;4401889;4402953;4403445;4405180;4407566;4409554;4432185;4436293	-;-;-;-;-;-;-;-;-;-;-;-;-	2330	0	18	323	297
PMZ_0057935	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4495420;4503427;4504347;4508760;4513365;4513549;4514007;4516143	4499279;4503495;4504458;4508852;4513396;4513616;4514078;4516503	-;-;-;-;-;-;-;-	4667	1619	1684	3390	2977
PMZ_0026103	chr20;chr20;chr20;chr20;chr20;chr20	4534489;4535187;4545849;4550498;4551172;4552518	4534622;4535262;4546040;4550613;4551267;4552547	+;+;+;+;+;+	644	24	50	46	37
PMZ_0030811	chr20;chr20;chr20;chr20;chr20;chr20;chr20	4839823;4846135;4858163;4862030;4867194;4871598;4875499	4840819;4846345;4858916;4862267;4867408;4871834;4875543	-;-;-;-;-;-;-	2697	146	166	1579	1444
PMZ_0057936	chr20;chr20	4902256;4911336	4902363;4911446	-;-	219	16	14	178	170
PMZ_0027544	chr20;chr20;chr20;chr20;chr20	5045593;5048791;5050757;5051686;5056988	5045999;5048880;5050987;5051861;5057093	+;+;+;+;+	1010	0	0	51	19
PMZ_0057937	chr20;chr20;chr20	5101758;5109346;5118737	5102027;5109499;5121893	+;+;+	3581	871	790	1491	1251
PMZ_0057938	chr20;chr20;chr20;chr20;chr20;chr20	5121786;5129525;5134452;5140132;5141288;5157330	5123673;5129639;5134664;5140324;5141415;5157417	-;-;-;-;-;-	2625	390	230	673	685
PMZ_0057939	chr20;chr20;chr20;chr20	5172936;5186883;5197062;5198625	5173237;5187137;5197179;5198675	+;+;+;+	726	0	0	0	0
PMZ_0027598	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	5187043;5197062;5229063;5233867;5235972;5238399;5263969;5268572;5273311;5281321	5187166;5197179;5229141;5233927;5236100;5238619;5264126;5268642;5273440;5281452	+;+;+;+;+;+;+;+;+;+	1223	0	0	15	0
PMZ_0035019	chr20;chr20;chr20;chr20;chr20;chr20	5282925;5284321;5287507;5290107;5295028;5295267	5283007;5284485;5287528;5290193;5295245;5295542	+;+;+;+;+;+	851	0	0	0	9
PMZ_0057940	chr20;chr20	5314993;5317095	5315011;5317432	-;-	357	0	0	0	0
PMZ_0034829	chr20;chr20;chr20	5329735;5333330;5337872	5329797;5333529;5337974	-;-;-	366	0	0	0	0
PMZ_0057941	chr20;chr20;chr20;chr20	5511096;5513743;5522935;5527137	5511347;5514107;5523066;5527356	-;-;-;-	969	0	0	22	3
PMZ_0057942	chr20;chr20	5528767;5537301	5528869;5537944	-;-	747	0	0	0	0
PMZ_0035962	chr20;chr20;chr20;chr20;chr20	5546115;5549936;5552568;5570224;5577442	5546284;5550222;5552615;5570299;5577472	-;-;-;-;-	612	0	0	6	0
PMZ_0043786	chr20;chr20	5583487;5589272	5583508;5589453	-;-	204	0	0	0	0
PMZ_0003501	chr20	6062025	6063617	-	1593	117	40	165	309
PMZ_0057943	chr20;chr20;chr20;chr20;chr20	6085487;6088614;6093441;6095503;6100335	6087042;6088719;6093563;6095676;6100412	-;-;-;-;-	2037	50	61	137	242
PMZ_0057944	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	6115261;6121738;6123200;6131343;6135179;6138150;6139143;6140748;6141061;6143690;6144786;6146701;6151174;6152857;6156263;6157164;6161320;6169196;6176346;6177401;6188256;6196346;6208602	6115343;6121902;6123386;6131535;6135369;6138311;6139262;6140930;6141219;6144165;6145067;6146847;6151311;6152924;6156400;6157328;6161451;6169590;6176440;6177512;6188350;6196451;6208631	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3822	33	16	293	298
PMZ_0057945	chr20;chr20;chr20	6263429;6265636;6285677	6263453;6265742;6285841	-;-;-	297	0	14	16	30
PMZ_0057946	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	6394974;6396308;6401962;6403077;6415647;6421300;6426217;6430815;6435783;6436818;6441235;6443165;6446391;6450656;6451619;6455132;6457755;6458398;6459440;6460851;6462743;6465031;6468326	6395021;6396505;6402551;6404290;6415858;6421544;6426310;6430901;6435881;6436966;6441373;6443287;6446546;6450808;6452814;6455384;6457844;6458808;6459610;6461028;6463087;6465281;6469081	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7158	3190	3331	3451	4067
PMZ_0008287	chr20;chr20;chr20;chr20;chr20	6495795;6497041;6498724;6503247;6503668	6495824;6497139;6498900;6503408;6503862	-;-;-;-;-	663	434	210	794	657
PMZ_0057947	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	6512370;6515893;6517030;6525797;6527261;6530342;6533444;6533829;6536715;6538259;6541219	6512648;6516080;6517228;6525912;6527434;6530554;6533560;6533968;6536886;6538358;6541238	+;+;+;+;+;+;+;+;+;+;+	1718	36	0	81	210
PMZ_0046068	chr20;chr20;chr20	6548515;6550406;6552193	6548667;6550564;6552420	+;+;+	540	27	92	51	85
PMZ_0047300	chr20;chr20;chr20	6579286;6582257;6583469	6579492;6582521;6583548	+;+;+	552	442	388	125	149
PMZ_0043789	chr20;chr20;chr20;chr20	6587318;6595000;6599951;6601167	6587448;6595213;6600089;6601297	-;-;-;-	615	0	0	0	12
PMZ_0057948	chr20;chr20;chr20;chr20	6603085;6604525;6605437;6641211	6603209;6604639;6605544;6641276	-;-;-;-	414	0	0	0	0
PMZ_0043790	chr20;chr20;chr20	6692606;6706998;6713904	6692842;6707035;6714167	-;-;-	539	1	3	987	1026
PMZ_0043791	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	6737130;6740376;6740997;6745110;6747046;6749192;6752009;6760376	6737192;6740585;6741113;6745155;6747265;6749822;6752414;6760683	-;-;-;-;-;-;-;-	2001	1	26	2376	2973
PMZ_0057949	chr20;chr20;chr20;chr20	6814012;6814507;6816702;6818278	6814350;6815951;6817473;6818283	+;+;+;+	2562	0	0	0	2
PMZ_0057950	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7141787;7149515;7150735;7151078;7151623;7157286;7159693;7161868	7142104;7149604;7150791;7151143;7151718;7157369;7159794;7164773	+;+;+;+;+;+;+;+	3719	514	549	446	490
PMZ_0057951	chr20;chr20;chr20;chr20	7177012;7177408;7179284;7181322	7177150;7177473;7179356;7181565	-;-;-;-	522	48	102	174	291
PMZ_0057952	chr20;chr20;chr20	7191447;7214689;7215693	7192091;7215653;7218362	+;+;+	4280	145	14	221	307
PMZ_0010851	chr20;chr20;chr20	7262582;7263224;7265187	7263073;7264979;7265476	-;-;-	2538	35	74	615	538
PMZ_0057953	chr20;chr20;chr20	7278784;7283443;7284380	7280929;7283598;7285117	-;-;-	3040	97	0	265	236
PMZ_0057954	chr20;chr20;chr20;chr20;chr20;chr20	7285533;7311840;7316159;7317613;7319625;7328989	7285611;7311976;7316256;7317638;7319733;7329028	-;-;-;-;-;-	489	11	0	5	9
PMZ_0057955	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7379424;7382850;7383913;7386048;7388087;7391335;7392801;7394549;7395791;7396927;7397750;7401108;7403465;7405191;7406375	7380927;7382949;7384038;7386165;7388157;7391405;7392901;7394568;7395893;7396988;7397895;7401249;7403623;7405280;7406407	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2846	511	728	532	471
PMZ_0057956	chr20	7407804	7408226	-	423	0	0	73	33
PMZ_0057957	chr20;chr20;chr20;chr20;chr20	7443005;7445693;7449889;7451486;7453421	7444727;7446361;7450073;7451523;7453928	-;-;-;-;-	3123	0	0	20	1
PMZ_0043798	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7516225;7517522;7521839;7522896;7526155;7527171;7527943;7528929;7532172;7532463;7532841;7537233;7539011;7540301;7541323;7545144;7547599;7548736;7550378;7551554;7552145;7553308	7516337;7517594;7521880;7523102;7526240;7527362;7528015;7529061;7532378;7532755;7532930;7537412;7539081;7540386;7541448;7545194;7547748;7548789;7550401;7551611;7552291;7553384	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2533	0	20	7	13
PMZ_0057958	chr20;chr20;chr20;chr20	7655391;7665269;7677039;7680437	7656281;7665334;7677086;7680496	-;-;-;-	1065	136	152	1005	919
PMZ_0010899	chr20;chr20;chr20;chr20;chr20;chr20;chr20	7707130;7711770;7712703;7717183;7720057;7728871;7739540	7707229;7712246;7713101;7717362;7720351;7729056;7740230	-;-;-;-;-;-;-	2328	228	78	1450	1049
PMZ_0057959	chr20;chr20;chr20	7756009;7761102;7769256	7756676;7761147;7769648	+;+;+	1107	0	0	0	3
PMZ_0057960	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7819125;7829694;7839077;7841582;7845447;7847785;7848921;7850769	7821199;7829785;7839212;7841787;7845875;7848031;7849053;7852312	+;+;+;+;+;+;+;+	4862	137	103	468	572
PMZ_0020762	chr20;chr20;chr20;chr20;chr20;chr20;chr20	7858494;7862349;7862980;7864536;7864781;7865566;7866828	7858908;7862473;7863081;7864607;7864834;7865680;7867336	+;+;+;+;+;+;+	1392	121	149	213	320
PMZ_0057961	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7874454;7878664;7878935;7883111;7884425;7886174;7887224;7887862	7874876;7878775;7878987;7883278;7884447;7886358;7887381;7887974	+;+;+;+;+;+;+;+	1235	122	148	452	391
PMZ_0057962	chr20;chr20;chr20	7890689;7892350;7894094	7890878;7892523;7895982	+;+;+	2253	507	720	584	750
PMZ_0057963	chr20;chr20;chr20;chr20;chr20	7905227;7905684;7909488;7910792;7913020	7905422;7907246;7909590;7910890;7917437	+;+;+;+;+	6379	694	545	871	751
PMZ_0057964	chr20;chr20	7934353;7937505	7935405;7937834	+;+	1383	0	0	39	98
PMZ_0057965	chr20;chr20;chr20;chr20;chr20;chr20;chr20	7942068;7945611;7948925;7950484;7951540;7955569;7957539	7944791;7945770;7948967;7950590;7951597;7955652;7957662	-;-;-;-;-;-;-	3300	78	19	266	384
PMZ_0019233	chr20;chr20;chr20;chr20;chr20;chr20	7962705;7963912;7978730;7981733;7981951;7982931	7963073;7964076;7978866;7981850;7982126;7986623	+;+;+;+;+;+	4658	708	1001	946	1086
PMZ_0001414	chr20;chr20;chr20;chr20;chr20;chr20	8000210;8010114;8014336;8019153;8021651;8024117	8000483;8010190;8014420;8019291;8021796;8024163	+;+;+;+;+;+	768	237	145	738	823
PMZ_0057966	chr20;chr20;chr20;chr20;chr20;chr20	8025512;8025956;8029486;8032597;8033790;8036669	8025915;8028677;8029680;8032696;8033929;8036999	-;-;-;-;-;-	3892	3423	3676	3324	3069
PMZ_0057967	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	8039690;8040547;8041427;8042374;8044274;8045602;8046515;8047363;8048393;8049077;8050762;8051644;8052336;8053223;8054181;8054835;8055534;8061883;8063445;8065584;8066688;8067476;8069299;8070644;8071522;8071843;8072578;8073747;8074016;8076715;8077724;8080186;8081262;8084026;8084406;8085092;8086518;8088553;8089761;8090172;8091047;8091878;8094281;8095890;8097374;8097792;8098103;8098732;8100659;8102711;8104401;8105390;8107701;8109201;8113493;8115380;8117693;8121007;8132541;8137916;8139035;8139412;8149785;8150684;8156120;8161052;8161751;8162072;8162379;8163330;8164495	8040019;8040690;8041657;8042607;8044408;8045752;8046658;8047643;8048551;8049232;8050938;8051851;8052462;8053388;8054313;8055059;8055713;8062043;8063672;8065732;8066790;8067665;8069497;8070741;8071569;8072081;8072746;8073892;8074210;8076874;8077906;8080307;8081687;8084197;8084547;8085220;8086677;8088815;8089931;8090345;8091217;8092052;8094436;8096084;8097435;8097928;8098266;8098865;8100836;8102845;8104610;8105479;8107779;8109514;8113636;8115523;8117960;8121245;8132660;8138058;8139102;8139635;8149968;8150885;8156244;8161251;8161867;8162191;8162504;8163489;8164595	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12093	105	86	617	567
PMZ_0057968	chr20;chr20	8306178;8306776	8306271;8306921	+;+	240	0	0	0	0
PMZ_0057969	chr20;chr20;chr20;chr20;chr20;chr20;chr20	8308185;8317357;8318951;8321785;8326670;8329731;8333218	8308285;8317440;8319031;8321841;8326747;8329784;8335143	+;+;+;+;+;+;+	2381	0	41	23	23
PMZ_0057970	chr20;chr20;chr20;chr20;chr20	8337184;8339232;8342208;8343178;8345757	8337339;8339311;8342474;8343594;8346375	-;-;-;-;-	1539	22	38	0	71
PMZ_0057971	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	8346761;8350446;8354623;8358091;8360276;8363876;8364550;8365152;8366386;8367864;8368633;8369163;8371096;8371794;8374118;8374619;8377351;8377916;8378605	8346999;8351109;8354880;8358201;8360385;8363992;8364617;8365254;8366429;8368008;8368740;8369335;8371188;8371918;8374258;8374771;8377477;8378046;8381498	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5804	828	975	1287	1651
PMZ_0057972	chr20;chr20;chr20	8389415;8393497;8396873	8389604;8393975;8397175	+;+;+	972	41	56	112	104
PMZ_0001423	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	8404692;8406790;8407660;8408627;8410386;8412376;8413922;8416319;8418411;8419563;8420805;8423610;8428684	8406233;8406963;8407732;8408736;8410497;8412482;8414072;8416406;8418494;8419747;8420858;8423771;8429467	-;-;-;-;-;-;-;-;-;-;-;-;-	3626	368	466	597	571
PMZ_0043801	chr20;chr20;chr20;chr20;chr20;chr20;chr20	8475907;8484297;8502030;8505256;8507750;8526722;8527024	8476134;8484504;8502152;8505329;8507929;8526860;8528351	+;+;+;+;+;+;+	2280	0	0	67	110
PMZ_0057973	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	8551363;8553414;8554018;8554389;8556626;8557982;8558620;8558993;8564183;8571378	8551946;8553512;8554208;8554539;8556730;8558143;8558679;8559091;8564339;8571815	-;-;-;-;-;-;-;-;-;-	2046	472	606	878	1277
PMZ_0057974	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	8577674;8578475;8579460;8580610;8582808;8585300;8590230;8591805;8593909;8594936;8597745;8600178	8577827;8578642;8579545;8580693;8582905;8585459;8590371;8591869;8594117;8595142;8597889;8600276	-;-;-;-;-;-;-;-;-;-;-;-	1617	0	0	0	0
PMZ_0057975	chr20;chr20;chr20;chr20;chr20;chr20	8960157;8965193;8966699;8973878;8976483;8980951	8963755;8965308;8966807;8974039;8976787;8981096	-;-;-;-;-;-	4437	1481	1589	459	579
PMZ_0057976	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	9030640;9034314;9037113;9040134;9040765;9046253;9050372;9050970;9054276	9030797;9034467;9037268;9040216;9040814;9046414;9050629;9051136;9054296	+;+;+;+;+;+;+;+;+	1209	8	11	52	59
PMZ_0010771	chr20;chr20;chr20;chr20;chr20	9082438;9083401;9084082;9085674;9086391	9082600;9083497;9084260;9085787;9086818	-;-;-;-;-	981	0	0	0	0
PMZ_0027172	chr20;chr20;chr20;chr20;chr20;chr20;chr20	9112115;9112857;9115231;9118920;9123809;9131706;9132496	9112311;9113001;9115307;9119059;9123927;9131864;9134890	+;+;+;+;+;+;+	3232	107	104	141	402
PMZ_0057977	chr20;chr20;chr20	9149003;9149610;9152230	9149048;9149752;9152295	-;-;-	255	0	0	0	0
PMZ_0057978	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	9166217;9168963;9184194;9188356;9200094;9202346;9210309;9215765;9216584;9218783;9224566;9225558;9227499;9228463;9229192;9230459	9166418;9169133;9184288;9188459;9200133;9202460;9210451;9215832;9216747;9218945;9224708;9225659;9227615;9228634;9229466;9230622	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2238	25	12	95	67
PMZ_0057979	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	9235366;9236380;9239766;9241414;9242084;9243381;9248032;9249169;9250072;9251254;9252534;9253018;9253776;9254840;9255480;9256712;9259639;9261216	9235382;9236479;9239863;9241555;9242350;9243512;9248123;9249229;9250209;9251377;9252646;9253078;9253913;9254917;9255592;9256992;9259804;9261425	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2331	278	316	420	257
PMZ_0057980	chr20;chr20;chr20	9264978;9266692;9268210	9265153;9266797;9268389	-;-;-	462	30	7	23	27
PMZ_0057981	chr20;chr20	9274658;9277456	9275090;9279100	+;+	2078	2221	1875	1247	1257
