PMGeneID	GalgalGeneID	GeneName	QueryLength	NumberOfMatches	AlignmentScore	Strand	GalgalProteinID
PMZ_0005927	ENSGALG00000004343		332	278	83.73493976	+	ENSGALP00000006919
PMZ_0042770	ENSGALG00000004225	KDM2B	214	162	75.70093458	+	ENSGALP00000006714
PMZ_0042772	ENSGALG00000001975		26	20	76.92307692	+	ENSGALP00000059962
PMZ_0032590	ENSGALG00000043984		28	20	71.42857143	+	ENSGALP00000059154
PMZ_0037069	ENSGALG00000004849	WSCD2	114	93	81.57894737	+	ENSGALP00000007729
PMZ_0042778	ENSGALG00000021589	RTN4RL1	58	34	58.62068966	+	ENSGALP00000034313
PMZ_0042780	ENSGALG00000003082	DPH1	155	118	76.12903226	+	ENSGALP00000004864
PMZ_0023319	ENSGALG00000030173	WNT2	122	93	76.2295082	+	ENSGALP00000043609
PMZ_0010846	ENSGALG00000001467	ANKFY1	742	578	77.89757412	+	ENSGALP00000002221
PMZ_0010844	ENSGALG00000002569	RAN	204	193	94.60784314	+	ENSGALP00000004046
PMZ_0042766	ENSGALG00000021636		579	465	80.31088083	+	ENSGALP00000002788
PMZ_0015139	ENSGALG00000001737	RABEP1	285	213	74.73684211	+	ENSGALP00000039547
PMZ_0035042	ENSGALG00000002714	TMEM132C	58	34	58.62068966	+	ENSGALP00000004272
PMZ_0042773	ENSGALG00000002899	AACS	501	424	84.63073852	+	ENSGALP00000054059
PMZ_0033220	ENSGALG00000041722	STX1A	49	40	81.63265306	+	ENSGALP00000044709
PMZ_0042774	ENSGALG00000030051	TOP3B	225	196	87.11111111	+	ENSGALP00000052686
PMZ_0042785	ENSGALG00000017183	MMP13	173	124	71.67630058	+	ENSGALP00000027710
PMZ_0042786	ENSGALG00000005862		47	32	68.08510638	+	ENSGALP00000009410
PMZ_0015905	ENSGALG00000041760		252	226	89.68253968	+	ENSGALP00000057562
PMZ_0005800	ENSGALG00000002397	PSPH	134	94	70.14925373	+	ENSGALP00000003767
PMZ_0005801	ENSGALG00000002485	PHKG1	246	184	74.79674797	+	ENSGALP00000003907
PMZ_0017788	ENSGALG00000005983	SMARCB1	332	294	88.55421687	+	ENSGALP00000009608
PMZ_0013135	ENSGALG00000004383	TIMM22	116	97	83.62068966	+	ENSGALP00000006979
PMZ_0014520	ENSGALG00000006069	SMTNL2	45	30	66.66666667	+	ENSGALP00000009778
PMZ_0042792	ENSGALG00000002086	RASL10B	81	57	70.37037037	+	ENSGALP00000003249
PMZ_0042793	ENSGALG00000042125	AP2B1	431	399	92.57540603	+	ENSGALP00000048833
PMZ_0042794	ENSGALG00000002151	PEX12	51	37	72.54901961	+	ENSGALP00000003367
PMZ_0004533	ENSGALG00000006979	SPPL3	312	299	95.83333333	+	ENSGALP00000011293
PMZ_0042795	ENSGALG00000005489		153	121	79.08496732	+	ENSGALP00000038280
PMZ_0013794	ENSGALG00000023686	ZSWIM7	54	32	59.25925926	+	ENSGALP00000038765
PMZ_0013793	ENSGALG00000006627	UPB1	349	261	74.78510029	+	ENSGALP00000010689
PMZ_0042788	ENSGALG00000002631	LRRC75A	64	49	76.5625	+	ENSGALP00000004137
PMZ_0042790	ENSGALG00000042803	YPEL1	39	34	87.17948718	+	ENSGALP00000048706
PMZ_0013134	ENSGALG00000006648		466	396	84.97854077	+	ENSGALP00000033238
PMZ_0042807	ENSGALG00000003108	SMG6	101	89	88.11881188	+	ENSGALP00000004899
PMZ_0029719	ENSGALG00000033416	HIC2	204	181	88.7254902	+	ENSGALP00000047934
PMZ_0016323	ENSGALG00000021611		191	149	78.0104712	+	ENSGALP00000004113
PMZ_0042814	ENSGALG00000002618	KCTD7	227	159	70.04405286	+	ENSGALP00000004111
PMZ_0042816	ENSGALG00000001110		163	146	89.57055215	+	ENSGALP00000001664
PMZ_0042820	ENSGALG00000001122	CALN1	129	95	73.64341085	+	ENSGALP00000001689
PMZ_0042821	ENSGALG00000003314	RILPL1	123	103	83.7398374	+	ENSGALP00000005241
PMZ_0032817	ENSGALG00000005626	TPST2	301	249	82.72425249	+	ENSGALP00000009013
PMZ_0027780	ENSGALG00000008073	NF2	332	245	73.79518072	+	ENSGALP00000032938
PMZ_0022246	ENSGALG00000003595	SARM1	261	168	64.36781609	+	ENSGALP00000005677
PMZ_0007213	ENSGALG00000005160	VMP1	102	80	78.43137255	+	ENSGALP00000008272
PMZ_0042801	ENSGALG00000005103	GDPD1	226	157	69.46902655	+	ENSGALP00000008167
PMZ_0039378	ENSGALG00000041802		68	41	60.29411765	+	ENSGALP00000047935
PMZ_0042803	ENSGALG00000003108	SMG6	165	129	78.18181818	+	ENSGALP00000005037
PMZ_0022348	ENSGALG00000032993	FTSJ3	186	161	86.55913978	+	ENSGALP00000054562
PMZ_0004858	ENSGALG00000031216	FLOT2	300	239	79.66666667	+	ENSGALP00000050419
PMZ_0021584	ENSGALG00000005397	GGNBP2	389	301	77.37789203	+	ENSGALP00000008651
PMZ_0027109	ENSGALG00000005439	ACACA	1585	1346	84.92113565	+	ENSGALP00000034072
PMZ_0040683	ENSGALG00000035949	ACAD11	179	135	75.41899441	+	ENSGALP00000047835
PMZ_0042798	ENSGALG00000037314	RPH3AL	92	62	67.39130435	+	ENSGALP00000052836
PMZ_0042824	ENSGALG00000005854	CLUH	215	154	71.62790698	+	ENSGALP00000009393
PMZ_0042825	ENSGALG00000014901	METTL16	244	192	78.68852459	+	ENSGALP00000023989
PMZ_0027822	ENSGALG00000005595	HPS4	27	25	92.59259259	+	ENSGALP00000008962
PMZ_0042828	ENSGALG00000005379	SGSM1	148	114	77.02702703	+	ENSGALP00000008628
PMZ_0019710	ENSGALG00000007490	DDX54	285	238	83.50877193	+	ENSGALP00000012094
PMZ_0017615	ENSGALG00000038301	NIPSNAP1	150	126	84	+	ENSGALP00000045357
PMZ_0013764	ENSGALG00000004669	ASPA	214	141	65.88785047	+	ENSGALP00000007427
PMZ_0028833	ENSGALG00000005699	NLK	294	271	92.17687075	+	ENSGALP00000009129
PMZ_0012398	ENSGALG00000005702	TMEM97	144	106	73.61111111	+	ENSGALP00000009132
PMZ_0042829	ENSGALG00000005707	IFT20	61	47	77.04918033	+	ENSGALP00000059522
PMZ_0042830	ENSGALG00000005138	KCTD10	170	154	90.58823529	+	ENSGALP00000008235
PMZ_0028834	ENSGALG00000002709	MYO1C	844	706	83.6492891	+	ENSGALP00000053701
PMZ_0019079	ENSGALG00000005575	AKAP1	78	46	58.97435897	+	ENSGALP00000008930
PMZ_0042832	ENSGALG00000023757	TMEM199	69	44	63.76811594	+	ENSGALP00000038976
PMZ_0028836	ENSGALG00000044805	RNF26	24	19	79.16666667	+	ENSGALP00000063912
PMZ_0010929	ENSGALG00000004817	GEMIN4	100	60	60	+	ENSGALP00000038580
PMZ_0042835	ENSGALG00000027245	GLOD4	148	103	69.59459459	+	ENSGALP00000007667
PMZ_0042836	ENSGALG00000005084	TRIM37	51	35	68.62745098	+	ENSGALP00000008139
PMZ_0042837	ENSGALG00000005061	PPM1E	289	230	79.58477509	+	ENSGALP00000008101
PMZ_0042838	ENSGALG00000008226	NIF3L1	326	256	78.52760736	+	ENSGALP00000013373
PMZ_0042839	ENSGALG00000007244	SIRT4	226	165	73.00884956	+	ENSGALP00000011706
PMZ_0028838	ENSGALG00000036417	RNF10	164	112	68.29268293	+	ENSGALP00000048056
PMZ_0042840	ENSGALG00000031934	TES	165	111	67.27272727	+	ENSGALP00000044164
PMZ_0028839	ENSGALG00000039472	SART3	426	322	75.58685446	+	ENSGALP00000050185
PMZ_0013070	ENSGALG00000005350		286	242	84.61538462	+	ENSGALP00000008566
PMZ_0035921	ENSGALG00000008253	TBX5	64	60	93.75	+	ENSGALP00000013419
PMZ_0033219	ENSGALG00000005279	BRIP1	178	116	65.16853933	+	ENSGALP00000038436
PMZ_0042845	ENSGALG00000007370	CLP1	407	328	80.58968059	+	ENSGALP00000011907
PMZ_0042847	ENSGALG00000010932	NUDT9	22	18	81.81818182	+	ENSGALP00000017763
PMZ_0032521	ENSGALG00000005093		383	319	83.28981723	+	ENSGALP00000008152
PMZ_0042849	ENSGALG00000005173	TUBD1	90	60	66.66666667	+	ENSGALP00000008290
PMZ_0042850	ENSGALG00000008238	MED13L	21	20	95.23809524	+	ENSGALP00000013391
PMZ_0042851	ENSGALG00000005230	MED13	514	421	81.90661479	+	ENSGALP00000008391
PMZ_0042842	ENSGALG00000027369		74	54	72.97297297	+	ENSGALP00000042890
PMZ_0046690	ENSGALG00000016997	RB1	106	60	56.60377358	+	ENSGALP00000035704
PMZ_0044417	ENSGALG00000006802	LAMB2	257	173	67.3151751	+	ENSGALP00000035462
PMZ_0047069	ENSGALG00000007917	LAMB4	62	40	64.51612903	+	ENSGALP00000012842
PMZ_0004430	ENSGALG00000026536	IP6K3	132	97	73.48484848	+	ENSGALP00000043211
PMZ_0011783	ENSGALG00000002830	NUDT3	82	66	80.48780488	+	ENSGALP00000004459
PMZ_0030667	ENSGALG00000009859	TBC1D30	264	220	83.33333333	+	ENSGALP00000056806
PMZ_0026606	ENSGALG00000035883	ZMYND10	49	31	63.26530612	+	ENSGALP00000052742
PMZ_0014652	ENSGALG00000026965	TMEM115	66	47	71.21212121	+	ENSGALP00000041075
PMZ_0033180	ENSGALG00000016971	TSC22D1	66	54	81.81818182	+	ENSGALP00000027371
PMZ_0035262	ENSGALG00000016894	DNAJC3	256	197	76.953125	+	ENSGALP00000027249
PMZ_0049023	ENSGALG00000040005	PPP2R5D	30	23	76.66666667	+	ENSGALP00000050771
PMZ_0033424	ENSGALG00000039477	FBXO41	87	59	67.81609195	+	ENSGALP00000044487
PMZ_0036172	ENSGALG00000035596	NT5DC2	483	361	74.74120083	+	ENSGALP00000052791
PMZ_0000211	ENSGALG00000031656	EYA4	96	78	81.25	+	ENSGALP00000044170
PMZ_0027470	ENSGALG00000039498	PPP3CA	378	349	92.32804233	+	ENSGALP00000047388
PMZ_0036968	ENSGALG00000010589	FLRT2	177	121	68.36158192	+	ENSGALP00000017210
PMZ_0042026	ENSGALG00000010000	PRKCE	450	396	88	+	ENSGALP00000016228
PMZ_0012945	ENSGALG00000037863	SEC61G	63	54	85.71428571	+	ENSGALP00000051731
PMZ_0028325	ENSGALG00000008855	UGP2	403	302	74.93796526	+	ENSGALP00000014370
PMZ_0046205	ENSGALG00000008372	XRN2	271	230	84.87084871	+	ENSGALP00000013622
PMZ_0046209	ENSGALG00000026999	SNRPB2	231	196	84.84848485	+	ENSGALP00000041366
PMZ_0046211	ENSGALG00000012392	IYD	68	47	69.11764706	+	ENSGALP00000020208
PMZ_0046212	ENSGALG00000004856		126	109	86.50793651	+	ENSGALP00000007743
PMZ_0038841	ENSGALG00000010468	ISM2	27	21	77.77777778	+	ENSGALP00000017021
PMZ_0046213	ENSGALG00000011904	TRMT5	47	32	68.08510638	+	ENSGALP00000019401
PMZ_0046200	ENSGALG00000037569	OPA3	91	67	73.62637363	+	ENSGALP00000057499
PMZ_0046201	ENSGALG00000038219		54	34	62.96296296	+	ENSGALP00000046269
PMZ_0026276	ENSGALG00000005295	BCAS3	191	139	72.77486911	+	ENSGALP00000008478
PMZ_0035660	ENSGALG00000004320	FAT2	60	35	58.33333333	+	ENSGALP00000006868
PMZ_0033691	ENSGALG00000042992		85	76	89.41176471	+	ENSGALP00000052914
PMZ_0045170	ENSGALG00000043071		25	20	80	+	ENSGALP00000045050
PMZ_0045169	ENSGALG00000005108	CUL3	592	547	92.39864865	+	ENSGALP00000008177
PMZ_0033926	ENSGALG00000002647	PLS1	91	71	78.02197802	+	ENSGALP00000004164
PMZ_0000041	ENSGALG00000016930	DIS3	99	74	74.74747475	+	ENSGALP00000027317
PMZ_0045167	ENSGALG00000030353		77	71	92.20779221	+	ENSGALP00000050087
PMZ_0045160	ENSGALG00000038853	GAA	28	20	71.42857143	+	ENSGALP00000045746
PMZ_0045159	ENSGALG00000019114	CLDN10	18	17	94.44444444	+	ENSGALP00000043841
PMZ_0026912	ENSGALG00000009511		483	334	69.15113872	+	ENSGALP00000015467
PMZ_0007754	ENSGALG00000005997	WDR44	104	91	87.5	+	ENSGALP00000031757
PMZ_0045141	ENSGALG00000016833	F7	58	44	75.86206897	+	ENSGALP00000027125
PMZ_0016585	ENSGALG00000005076		310	255	82.25806452	+	ENSGALP00000008123
PMZ_0011037	ENSGALG00000000518	KLHL12	472	420	88.98305085	+	ENSGALP00000000711
PMZ_0045178	ENSGALG00000008369	ABCC5	339	277	81.71091445	+	ENSGALP00000044375
PMZ_0045179	ENSGALG00000008369	ABCC5	100	72	72	+	ENSGALP00000013610
PMZ_0030054	ENSGALG00000010399	SELENOT	69	54	78.26086957	+	ENSGALP00000016915
PMZ_0045180	ENSGALG00000027069	TSC22D3	90	73	81.11111111	+	ENSGALP00000043414
PMZ_0030052	ENSGALG00000031567	GPALPP1	30	21	70	+	ENSGALP00000054473
PMZ_0045277	ENSGALG00000042553	RAP2B	164	144	87.80487805	+	ENSGALP00000055419
PMZ_0016186	ENSGALG00000038154	YAP1	36	30	83.33333333	+	ENSGALP00000053936
PMZ_0042087	ENSGALG00000025755	SPTSSA	53	36	67.9245283	+	ENSGALP00000042220
PMZ_0002666	ENSGALG00000017037	NHLRC3	160	110	68.75	+	ENSGALP00000027474
PMZ_0045154	ENSGALG00000032526	B3GNT5	74	46	62.16216216	+	ENSGALP00000051992
PMZ_0004536	ENSGALG00000008744	MCF2L2	89	70	78.65168539	+	ENSGALP00000014211
PMZ_0027899	ENSGALG00000017332	KLHL35	178	114	64.04494382	+	ENSGALP00000027958
PMZ_0027807	ENSGALG00000004128	CYSLTR1	96	52	54.16666667	+	ENSGALP00000006561
PMZ_0034859	ENSGALG00000002570		54	30	55.55555556	+	ENSGALP00000004047
PMZ_0034858	ENSGALG00000042317	P2RY2	31	23	74.19354839	+	ENSGALP00000050619
PMZ_0045153	ENSGALG00000016899	DCT	111	67	60.36036036	+	ENSGALP00000035733
PMZ_0016026	ENSGALG00000036356	YEATS2	57	50	87.71929825	+	ENSGALP00000044934
PMZ_0032147	ENSGALG00000040938	nlgn1	123	89	72.35772358	+	ENSGALP00000053763
PMZ_0045181	ENSGALG00000017000		364	267	73.35164835	+	ENSGALP00000027410
PMZ_0032149	ENSGALG00000041526		111	80	72.07207207	+	ENSGALP00000053026
PMZ_0036721	ENSGALG00000003878	PIN4	92	81	88.04347826	+	ENSGALP00000006157
PMZ_0032144	ENSGALG00000009157		187	138	73.79679144	+	ENSGALP00000014900
PMZ_0033864	ENSGALG00000042759	PRKX	109	87	79.81651376	+	ENSGALP00000055050
PMZ_0033876	ENSGALG00000044293	IGSF10	157	118	75.15923567	+	ENSGALP00000061152
PMZ_0034174	ENSGALG00000016891		66	41	62.12121212	+	ENSGALP00000027245
PMZ_0046156	ENSGALG00000027834	ERGIC3	245	205	83.67346939	+	ENSGALP00000042189
PMZ_0041871	ENSGALG00000008094	HSPD1	430	387	90	+	ENSGALP00000013122
PMZ_0027208	ENSGALG00000016980	COG3	244	181	74.18032787	+	ENSGALP00000027382
PMZ_0007403	ENSGALG00000006453		41	27	65.85365854	+	ENSGALP00000010405
PMZ_0045185	ENSGALG00000020057	PIGF	29	22	75.86206897	+	ENSGALP00000031279
PMZ_0032705	ENSGALG00000002639	TRPC1	587	493	83.98637138	+	ENSGALP00000004146
PMZ_0046103	ENSGALG00000002347	C3orf58	237	160	67.51054852	+	ENSGALP00000003691
PMZ_0032458	ENSGALG00000002992	DAW1	78	60	76.92307692	+	ENSGALP00000004727
PMZ_0032459	ENSGALG00000007906	CHRNG	169	134	79.28994083	+	ENSGALP00000012818
PMZ_0045173	ENSGALG00000041083	ZIC2	51	48	94.11764706	+	ENSGALP00000054357
PMZ_0046443	ENSGALG00000016883	DOCK9	451	364	80.70953437	+	ENSGALP00000027222
PMZ_0029619	ENSGALG00000019036	SPCS2	172	115	66.86046512	+	ENSGALP00000027920
PMZ_0020855	ENSGALG00000016147	ZBTB21	48	34	70.83333333	+	ENSGALP00000035919
PMZ_0045166	ENSGALG00000021855	CCDC39	35	23	65.71428571	+	ENSGALP00000034674
PMZ_0045165	ENSGALG00000010370	MED12L	238	206	86.55462185	+	ENSGALP00000052700
PMZ_0029609	ENSGALG00000010370	MED12L	202	186	92.07920792	+	ENSGALP00000016876
PMZ_0045188	ENSGALG00000030773	CP	143	115	80.41958042	+	ENSGALP00000050176
PMZ_0008822	ENSGALG00000001803	IWS1	144	116	80.55555556	+	ENSGALP00000002782
PMZ_0027190	ENSGALG00000007595	LRCH3	178	130	73.03370787	+	ENSGALP00000012267
PMZ_0021953	ENSGALG00000016991	ESD	173	150	86.70520231	+	ENSGALP00000063357
PMZ_0045187	ENSGALG00000001995	LIMS2	299	268	89.63210702	+	ENSGALP00000003098
PMZ_0004573	ENSGALG00000009593	MFSD1	280	235	83.92857143	+	ENSGALP00000015616
PMZ_0031868	ENSGALG00000000913		49	32	65.30612245	+	ENSGALP00000001340
PMZ_0045192	ENSGALG00000009170	NCEH1	89	67	75.28089888	+	ENSGALP00000014921
PMZ_0045193	ENSGALG00000005206	ACSL3	432	308	71.2962963	+	ENSGALP00000008346
PMZ_0008462	ENSGALG00000010960	GALNT3	435	312	71.72413793	+	ENSGALP00000017818
PMZ_0045195	ENSGALG00000016844	RAB20	38	31	81.57894737	+	ENSGALP00000027160
PMZ_0033923	ENSGALG00000043175		77	55	71.42857143	+	ENSGALP00000047052
PMZ_0033632	ENSGALG00000001730	DGKD	367	315	85.83106267	+	ENSGALP00000002651
PMZ_0016587	ENSGALG00000002277	KLHL24	159	118	74.21383648	+	ENSGALP00000003563
PMZ_0012264	ENSGALG00000009553	SMC4	1107	899	81.21047877	+	ENSGALP00000032358
PMZ_0035258	ENSGALG00000039468		217	195	89.86175115	+	ENSGALP00000044167
PMZ_0045143	ENSGALG00000019030		41	26	63.41463415	+	ENSGALP00000029379
PMZ_0006879	ENSGALG00000044591	OR51E2	38	23	60.52631579	+	ENSGALP00000062489
PMZ_0006880	ENSGALG00000032196		31	21	67.74193548	+	ENSGALP00000044873
PMZ_0045147	ENSGALG00000044550		38	24	63.15789474	+	ENSGALP00000059558
PMZ_0045148	ENSGALG00000043408		48	28	58.33333333	+	ENSGALP00000054888
PMZ_0038726	ENSGALG00000017035	COG6	164	121	73.7804878	+	ENSGALP00000027471
PMZ_0044599	ENSGALG00000016138	DSCAM	105	95	90.47619048	+	ENSGALP00000025946
PMZ_0036944	ENSGALG00000039749		37	26	70.27027027	+	ENSGALP00000055316
PMZ_0047639	ENSGALG00000006017	DOCK11	24	20	83.33333333	+	ENSGALP00000009669
PMZ_0048760	ENSGALG00000033485		23	18	78.26086957	+	ENSGALP00000048462
PMZ_0038506	ENSGALG00000016865	TPP2	52	39	75	+	ENSGALP00000027194
PMZ_0043612	ENSGALG00000036255	WNT7B	148	125	84.45945946	+	ENSGALP00000048489
PMZ_0037394	ENSGALG00000005123	WNT7A	92	67	72.82608696	+	ENSGALP00000008215
PMZ_0033016	ENSGALG00000036973		104	73	70.19230769	+	ENSGALP00000043605
PMZ_0036560	ENSGALG00000015418	EPHA6	56	41	73.21428571	+	ENSGALP00000024824
PMZ_0047959	ENSGALG00000008604	TMEM255A	30	25	83.33333333	+	ENSGALP00000013996
PMZ_0027229	ENSGALG00000000996		604	529	87.58278146	+	ENSGALP00000001470
PMZ_0030955	ENSGALG00000023296	TAL1	79	63	79.74683544	+	ENSGALP00000041680
PMZ_0046609	ENSGALG00000033532	RAD23A	106	93	87.73584906	+	ENSGALP00000046896
PMZ_0035643	ENSGALG00000015451	ZNF462	73	61	83.56164384	+	ENSGALP00000024869
PMZ_0036105	ENSGALG00000010623	ORC1	113	79	69.91150442	+	ENSGALP00000017266
PMZ_0036716	ENSGALG00000039048	ZNF282	59	33	55.93220339	+	ENSGALP00000047205
PMZ_0035829	ENSGALG00000042159	SLITRK3	121	78	64.46280992	+	ENSGALP00000053714
PMZ_0046750	ENSGALG00000006908	DLG1	36	28	77.77777778	+	ENSGALP00000046332
PMZ_0036615	ENSGALG00000041566		76	46	60.52631579	+	ENSGALP00000053076
PMZ_0030407	ENSGALG00000002735		107	94	87.85046729	+	ENSGALP00000004305
PMZ_0047383	ENSGALG00000012997	DNAH5	132	86	65.15151515	+	ENSGALP00000021192
PMZ_0046924	ENSGALG00000031246		187	144	77.00534759	+	ENSGALP00000052239
PMZ_0012458	ENSGALG00000008485	CCNYL1	228	186	81.57894737	+	ENSGALP00000013813
PMZ_0031431	ENSGALG00000034101	FZD5	501	393	78.44311377	+	ENSGALP00000056684
PMZ_0040565	ENSGALG00000039999	FZD8	517	426	82.39845261	+	ENSGALP00000048301
PMZ_0027855	ENSGALG00000037935	RARA	402	352	87.56218905	+	ENSGALP00000062385
PMZ_0040243	ENSGALG00000011286	UBE2E1	81	79	97.5308642	+	ENSGALP00000018392
PMZ_0040244	ENSGALG00000011283	ZNF385D	93	79	84.94623656	+	ENSGALP00000018385
PMZ_0040245	ENSGALG00000009135	PLEKHA3	104	84	80.76923077	+	ENSGALP00000032659
PMZ_0003672	ENSGALG00000008903	SSFA2	98	72	73.46938776	+	ENSGALP00000014460
PMZ_0007583	ENSGALG00000010925	FAM126A	181	132	72.9281768	+	ENSGALP00000017753
PMZ_0026323	ENSGALG00000034119	COL15A1	86	60	69.76744186	+	ENSGALP00000049394
PMZ_0030987	ENSGALG00000002655	ITGAV	99	74	74.74747475	+	ENSGALP00000004173
PMZ_0031750	ENSGALG00000007732		128	77	60.15625	+	ENSGALP00000012522
PMZ_0040241	ENSGALG00000027093		109	84	77.06422018	+	ENSGALP00000043467
PMZ_0028144	ENSGALG00000007527	ADARB1	584	475	81.33561644	+	ENSGALP00000038745
PMZ_0041496	ENSGALG00000001239	SLC26A2	250	193	77.2	+	ENSGALP00000001879
PMZ_0018035	ENSGALG00000026089	SLC26A6	78	49	62.82051282	+	ENSGALP00000042708
PMZ_0040226	ENSGALG00000037193	HECW1	126	100	79.36507937	+	ENSGALP00000046221
PMZ_0018057	ENSGALG00000007944	HECW2	518	460	88.8030888	+	ENSGALP00000012889
PMZ_0003101	ENSGALG00000031117	STK17A	162	130	80.24691358	+	ENSGALP00000056836
PMZ_0037320	ENSGALG00000007924	STK17B	92	57	61.95652174	+	ENSGALP00000012851
PMZ_0031464	ENSGALG00000015887	URB1	57	41	71.92982456	+	ENSGALP00000025561
PMZ_0020712	ENSGALG00000006531	TRA2B	118	96	81.3559322	+	ENSGALP00000010541
PMZ_0043483	ENSGALG00000011314	LRRC3B	58	50	86.20689655	+	ENSGALP00000018435
PMZ_0016075	ENSGALG00000010961	IGF2BP3	226	190	84.07079646	+	ENSGALP00000043342
PMZ_0026593	ENSGALG00000033561	DGKB	794	654	82.36775819	+	ENSGALP00000053849
PMZ_0040237	ENSGALG00000005631	TRPM2	150	107	71.33333333	+	ENSGALP00000009021
PMZ_0008762	ENSGALG00000007511	ITGB2	206	150	72.81553398	+	ENSGALP00000012130
PMZ_0042569	ENSGALG00000003256	ATP6V0A1	366	326	89.07103825	+	ENSGALP00000005145
PMZ_0006171	ENSGALG00000003256	ATP6V0A1	622	498	80.06430868	+	ENSGALP00000053068
PMZ_0006169	ENSGALG00000013209	SLC39A6	154	126	81.81818182	+	ENSGALP00000021545
PMZ_0006166	ENSGALG00000012129	CCDC93	339	271	79.94100295	+	ENSGALP00000019790
PMZ_0027679	ENSGALG00000006219	PRKAG2	324	264	81.48148148	+	ENSGALP00000037978
PMZ_0013398	ENSGALG00000019690	WDR86	33	22	66.66666667	+	ENSGALP00000044062
PMZ_0040272	ENSGALG00000010977	FAM221A	192	140	72.91666667	+	ENSGALP00000017862
PMZ_0027243	ENSGALG00000007647	MYO3A	351	286	81.48148148	+	ENSGALP00000012361
PMZ_0011515	ENSGALG00000018803		292	211	72.26027397	+	ENSGALP00000029039
PMZ_0011516	ENSGALG00000019063		83	58	69.87951807	+	ENSGALP00000027713
PMZ_0028899	ENSGALG00000011605	EPB41L5	328	265	80.79268293	+	ENSGALP00000018929
PMZ_0011224	ENSGALG00000043006	PDIA4	583	465	79.75986278	+	ENSGALP00000057383
PMZ_0026599	ENSGALG00000012156	DPP10	108	76	70.37037037	+	ENSGALP00000019825
PMZ_0026896	ENSGALG00000010854	HDAC9	344	269	78.19767442	+	ENSGALP00000048627
PMZ_0029338	ENSGALG00000010854	HDAC9	63	52	82.53968254	+	ENSGALP00000017619
PMZ_0004579	ENSGALG00000004302	NDUFA10	142	86	60.56338028	+	ENSGALP00000033089
PMZ_0048044	ENSGALG00000004322		61	50	81.96721311	+	ENSGALP00000006877
PMZ_0018234	ENSGALG00000010862	FERD3L	49	34	69.3877551	+	ENSGALP00000017639
PMZ_0009503	ENSGALG00000011036	HNRNPA2B1	176	140	79.54545455	+	ENSGALP00000017954
PMZ_0040333	ENSGALG00000003206	METTL13	64	43	67.1875	+	ENSGALP00000005071
PMZ_0046778	ENSGALG00000034722	TLR2A	154	117	75.97402597	+	ENSGALP00000061893
PMZ_0040260	ENSGALG00000009476	CDK6	109	72	66.05504587	+	ENSGALP00000015412
PMZ_0016684	ENSGALG00000032610	NAGLU	644	431	66.92546584	+	ENSGALP00000043887
PMZ_0040262	ENSGALG00000040817	NEMP2	62	41	66.12903226	+	ENSGALP00000044036
PMZ_0006298	ENSGALG00000037778	NAB1	73	52	71.23287671	+	ENSGALP00000052563
PMZ_0013733	ENSGALG00000007651	STAT1	424	348	82.0754717	+	ENSGALP00000046362
PMZ_0027366	ENSGALG00000007712	MYO1B	820	607	74.02439024	+	ENSGALP00000012482
PMZ_0040263	ENSGALG00000007712	MYO1B	369	239	64.7696477	+	ENSGALP00000044024
PMZ_0040265	ENSGALG00000025884		108	94	87.03703704	+	ENSGALP00000041565
PMZ_0014341	ENSGALG00000043148	TMEM101	133	105	78.94736842	+	ENSGALP00000050924
PMZ_0027337	ENSGALG00000011141	ITGB6	266	177	66.54135338	+	ENSGALP00000018148
PMZ_0014342	ENSGALG00000004140	SH3BP4	211	152	72.03791469	+	ENSGALP00000006573
PMZ_0040230	ENSGALG00000006539	C21orf2	24	18	75	+	ENSGALP00000010549
PMZ_0040231	ENSGALG00000034859	COMMD9	28	21	75	+	ENSGALP00000049342
PMZ_0040232	ENSGALG00000042122	LARP4	121	90	74.38016529	+	ENSGALP00000045521
PMZ_0022986	ENSGALG00000006652	DIP2C	957	821	85.78892372	+	ENSGALP00000010746
PMZ_0002009	ENSGALG00000036190		61	44	72.13114754	+	ENSGALP00000052339
PMZ_0002011	ENSGALG00000033522		94	64	68.08510638	+	ENSGALP00000064276
PMZ_0002015	ENSGALG00000035993	SUOX	352	267	75.85227273	+	ENSGALP00000058284
PMZ_0018187	ENSGALG00000022166	PNKD	55	38	69.09090909	+	ENSGALP00000034943
PMZ_0040600	ENSGALG00000011436	TMBIM1	73	45	61.64383562	+	ENSGALP00000018627
PMZ_0008553	ENSGALG00000013438	TEX10	84	50	59.52380952	+	ENSGALP00000021875
PMZ_0027294	ENSGALG00000013441	INVS	644	525	81.52173913	+	ENSGALP00000030342
PMZ_0027174	ENSGALG00000013207	CTNNAL1	225	186	82.66666667	+	ENSGALP00000021543
PMZ_0019533	ENSGALG00000041154	MNX1	47	47	100	+	ENSGALP00000056537
PMZ_0033462	ENSGALG00000006477		48	37	77.08333333	+	ENSGALP00000063505
PMZ_0012203	ENSGALG00000006241		547	518	94.69835466	+	ENSGALP00000010080
PMZ_0037193	ENSGALG00000011347	IHH	80	76	95	+	ENSGALP00000018493
PMZ_0040358	ENSGALG00000042389	EN1	137	120	87.59124088	+	ENSGALP00000052689
PMZ_0037977	ENSGALG00000030054	PTPRN2	49	41	83.67346939	+	ENSGALP00000046511
